------------------------------,--------------------
2022-07-16 17:11:19,18.5
2022-07-16 17:11:29,18.5
2022-07-16 17:11:39,18.5
2022-07-16 17:11:49,18.5
2022-07-16 17:11:59,18.5
2022-07-16 17:12:09,18.5
2022-07-16 17:12:19,18.5
2022-07-16 17:12:29,18.5
2022-07-16 17:12:39,18.0
2022-07-16 17:12:49,18.5
2022-07-16 17:12:59,18.5
2022-07-16 17:13:09,18.5
2022-07-16 17:13:19,18.5
2022-07-16 17:13:29,18.0
2022-07-16 17:13:39,18.5
2022-07-16 17:13:49,18.5
2022-07-16 17:13:59,18.5
2022-07-16 17:14:09,18.5
2022-07-16 17:14:19,18.0
2022-07-16 17:14:29,18.0
2022-07-16 17:14:39,18.0
2022-07-16 17:14:49,18.0
2022-07-16 17:14:59,18.0
2022-07-16 17:15:09,18.0
2022-07-16 17:15:19,18.0
2022-07-16 17:15:29,18.0
2022-07-16 17:15:39,18.0
2022-07-16 17:15:49,18.5
2022-07-16 17:15:59,18.0
2022-07-16 17:16:09,18.0
2022-07-16 17:16:19,18.0
2022-07-16 17:16:29,18.0
2022-07-16 17:16:39,18.0
2022-07-16 17:16:49,18.0
2022-07-16 17:16:59,18.0
2022-07-16 17:17:09,18.0
2022-07-16 17:17:19,18.0
2022-07-16 17:17:29,18.0
2022-07-16 17:17:39,18.0
2022-07-16 17:17:49,18.0
2022-07-16 17:17:59,18.0
2022-07-16 17:18:09,18.0
2022-07-16 17:18:19,18.0
2022-07-16 17:18:29,18.0
2022-07-16 17:18:39,18.0
2022-07-16 17:18:49,18.0
2022-07-16 17:18:59,18.0
2022-07-16 17:19:09,18.0
2022-07-16 17:19:19,18.0
2022-07-16 17:19:29,18.0
2022-07-16 17:19:39,18.0
2022-07-16 17:19:49,18.0
2022-07-16 17:19:59,18.0
2022-07-16 17:20:09,18.0
2022-07-16 17:20:19,18.5
2022-07-16 17:20:29,18.0
2022-07-16 17:20:39,18.5
2022-07-16 17:20:49,18.5
2022-07-16 17:20:59,18.5
2022-07-16 17:21:09,18.5
2022-07-16 17:21:19,18.5
2022-07-16 17:21:29,18.5
2022-07-16 17:21:39,18.5
2022-07-16 17:21:49,18.5
2022-07-16 17:21:59,18.5
2022-07-16 17:22:09,18.5
2022-07-16 17:22:19,18.5
2022-07-16 17:22:29,18.5
2022-07-16 17:22:39,18.5
2022-07-16 17:22:49,18.5
2022-07-16 17:22:59,18.5
2022-07-16 17:23:09,18.5
2022-07-16 17:23:19,18.5
2022-07-16 17:23:29,18.5
2022-07-16 17:23:39,18.5
2022-07-16 17:23:49,18.5
2022-07-16 17:23:59,18.5
2022-07-16 17:24:09,18.5
2022-07-16 17:24:19,18.5
2022-07-16 17:24:29,18.5
2022-07-16 17:24:39,18.5
2022-07-16 17:24:49,19.0
2022-07-16 17:24:59,19.0
2022-07-16 17:25:09,19.0
2022-07-16 17:25:19,19.0
2022-07-16 17:25:29,19.0
2022-07-16 17:25:39,19.0
2022-07-16 17:25:49,19.0
2022-07-16 17:25:59,19.5
2022-07-16 17:26:09,19.5
2022-07-16 17:26:19,19.5
2022-07-16 17:26:29,19.5
2022-07-16 17:26:39,19.5
2022-07-16 17:26:49,20.0
2022-07-16 17:26:59,20.0
2022-07-16 17:27:09,20.0
2022-07-16 17:27:19,20.0
2022-07-16 17:27:29,20.0
2022-07-16 17:27:39,20.0
2022-07-16 17:27:49,20.0
2022-07-16 17:27:59,20.5
2022-07-16 17:28:09,20.5
2022-07-16 17:28:19,20.5
2022-07-16 17:28:29,20.5
2022-07-16 17:28:39,21.0
2022-07-16 17:28:49,21.0
2022-07-16 17:28:59,21.0
2022-07-16 17:29:09,21.0
2022-07-16 17:29:19,21.0
2022-07-16 17:29:29,21.0
2022-07-16 17:29:39,21.0
2022-07-16 17:29:49,21.5
2022-07-16 17:29:59,21.5
2022-07-16 17:30:09,21.5
2022-07-16 17:30:19,21.5
2022-07-16 17:30:29,21.5
2022-07-16 17:30:39,21.5
2022-07-16 17:30:49,21.5
2022-07-16 17:30:59,21.5
2022-07-16 17:31:09,21.5
2022-07-16 17:31:19,21.5
2022-07-16 17:31:29,21.5
2022-07-16 17:31:39,21.5
2022-07-16 17:31:49,21.5
2022-07-16 17:31:59,21.5
2022-07-16 17:32:09,21.5
2022-07-16 17:32:19,22.0
2022-07-16 17:32:29,21.5
2022-07-16 17:32:39,21.5
2022-07-16 17:32:49,21.5
2022-07-16 17:32:59,22.0
2022-07-16 17:33:09,22.0
2022-07-16 17:33:19,22.0
2022-07-16 17:33:29,22.0
2022-07-16 17:33:39,22.0
2022-07-16 17:33:49,22.0
2022-07-16 17:33:59,22.0
2022-07-16 17:34:09,21.5
2022-07-16 17:34:19,21.5
2022-07-16 17:34:29,22.0
2022-07-16 17:34:39,21.5
2022-07-16 17:34:49,22.0
2022-07-16 17:34:59,21.5
2022-07-16 17:35:09,21.5
2022-07-16 17:35:19,21.5
2022-07-16 17:35:29,21.5
2022-07-16 17:35:39,22.0
2022-07-16 17:35:49,21.5
2022-07-16 17:35:59,21.5
2022-07-16 17:36:09,21.5
2022-07-16 17:36:19,21.5
2022-07-16 17:36:29,21.5
2022-07-16 17:36:39,22.0
2022-07-16 17:36:49,22.0
2022-07-16 17:36:59,22.0
2022-07-16 17:37:09,22.0
2022-07-16 17:37:19,22.0
2022-07-16 17:37:29,22.0
2022-07-16 17:37:39,22.5
2022-07-16 17:37:49,22.5
2022-07-16 17:37:59,22.5
2022-07-16 17:38:09,22.5
2022-07-16 17:38:19,22.5
2022-07-16 17:38:29,23.0
2022-07-16 17:38:39,23.0
2022-07-16 17:38:49,23.0
2022-07-16 17:38:59,23.5
2022-07-16 17:39:09,23.5
2022-07-16 17:39:19,23.5
2022-07-16 17:39:29,23.5
2022-07-16 17:39:39,23.5
2022-07-16 17:39:49,24.0
2022-07-16 17:39:59,24.0
2022-07-16 17:40:09,24.0
2022-07-16 17:40:19,24.5
2022-07-16 17:40:29,24.5
2022-07-16 17:40:39,24.5
2022-07-16 17:40:49,24.5
2022-07-16 17:40:59,24.5
2022-07-16 17:41:09,24.5
2022-07-16 17:41:19,25.0
2022-07-16 17:41:29,25.0
2022-07-16 17:41:39,25.0
2022-07-16 17:41:49,25.0
2022-07-16 17:41:59,25.0
2022-07-16 17:42:09,25.5
2022-07-16 17:42:19,25.0
2022-07-16 17:42:29,25.5
2022-07-16 17:42:39,25.5
2022-07-16 17:42:49,25.5
2022-07-16 17:42:59,25.5
2022-07-16 17:43:09,26.0
2022-07-16 17:43:19,26.0
2022-07-16 17:43:29,26.0
2022-07-16 17:43:39,26.0
2022-07-16 17:43:49,26.0
2022-07-16 17:43:59,26.0
2022-07-16 17:44:09,26.0
2022-07-16 17:44:19,26.0
2022-07-16 17:44:29,26.0
2022-07-16 17:44:39,26.0
2022-07-16 17:44:49,26.0
2022-07-16 17:44:59,26.0
2022-07-16 17:45:09,26.0
2022-07-16 17:45:19,26.0
2022-07-16 17:45:29,25.5
2022-07-16 17:45:39,25.5
2022-07-16 17:45:49,25.5
2022-07-16 17:45:59,25.5
2022-07-16 17:46:09,25.5
2022-07-16 17:46:19,25.0
2022-07-16 17:46:29,25.0
2022-07-16 17:46:39,25.0
2022-07-16 17:46:49,25.0
2022-07-16 17:46:59,25.0
2022-07-16 17:47:09,25.0
2022-07-16 17:47:19,25.0
2022-07-16 17:47:29,25.0
2022-07-16 17:47:39,25.0
2022-07-16 17:47:49,24.5
2022-07-16 17:47:59,24.5
2022-07-16 17:48:09,24.5
2022-07-16 17:48:19,24.0
2022-07-16 17:48:29,24.5
2022-07-16 17:48:39,24.0
2022-07-16 17:48:49,24.0
2022-07-16 17:48:59,24.0
2022-07-16 17:49:09,24.0
2022-07-16 17:49:19,24.0
2022-07-16 17:49:29,24.0
2022-07-16 17:49:39,23.5
2022-07-16 17:49:49,23.5
2022-07-16 17:49:59,23.5
2022-07-16 17:50:09,23.5
2022-07-16 17:50:19,23.5
2022-07-16 17:50:29,23.5
2022-07-16 17:50:39,23.5
2022-07-16 17:50:49,23.0
2022-07-16 17:50:59,23.0
2022-07-16 17:51:09,23.0
2022-07-16 17:51:19,23.0
2022-07-16 17:51:29,23.0
2022-07-16 17:51:39,23.0
2022-07-16 17:51:49,23.0
2022-07-16 17:51:59,23.0
2022-07-16 17:52:09,22.5
2022-07-16 17:52:19,22.5
2022-07-16 17:52:29,22.5
2022-07-16 17:52:39,22.5
2022-07-16 17:52:49,22.5
2022-07-16 17:52:59,22.5
2022-07-16 17:53:09,22.5
2022-07-16 17:53:19,22.5
2022-07-16 17:53:29,22.5
2022-07-16 17:53:39,22.5
2022-07-16 17:53:49,22.5
2022-07-16 17:53:59,22.5
2022-07-16 17:54:09,22.0
2022-07-16 17:54:19,22.5
2022-07-16 17:54:29,22.0
2022-07-16 17:54:39,22.5
2022-07-16 17:54:49,22.5
2022-07-16 17:54:59,22.0
2022-07-16 17:55:09,22.0
2022-07-16 17:55:19,22.0
2022-07-16 17:55:29,22.0
2022-07-16 17:55:39,22.0
2022-07-16 17:55:49,22.0
2022-07-16 17:55:59,22.0
2022-07-16 17:56:09,22.0
2022-07-16 17:56:19,22.0
2022-07-16 17:56:29,21.5
2022-07-16 17:56:39,21.5
2022-07-16 17:56:49,21.5
2022-07-16 17:56:59,22.0
2022-07-16 17:57:09,21.5
2022-07-16 17:57:19,21.5
2022-07-16 17:57:29,21.5
2022-07-16 17:57:39,21.5
2022-07-16 17:57:49,21.5
2022-07-16 17:57:59,21.5
2022-07-16 17:58:09,21.5
2022-07-16 17:58:19,21.5
2022-07-16 17:58:29,21.5
2022-07-16 17:58:39,21.5
2022-07-16 17:58:49,21.5
2022-07-16 17:58:59,21.5
2022-07-16 17:59:09,21.0
2022-07-16 17:59:19,21.5
2022-07-16 17:59:29,21.0
2022-07-16 17:59:39,21.0
2022-07-16 17:59:49,21.0
2022-07-16 17:59:59,21.5
2022-07-16 18:00:09,21.0
2022-07-16 18:00:19,21.0
2022-07-16 18:00:29,21.0
2022-07-16 18:00:39,21.0
2022-07-16 18:00:49,21.0
2022-07-16 18:00:59,21.0
2022-07-16 18:01:09,21.0
2022-07-16 18:01:19,21.0
2022-07-16 18:01:29,21.0
2022-07-16 18:01:39,21.0
2022-07-16 18:01:49,21.0
2022-07-16 18:01:59,21.0
2022-07-16 18:02:09,21.0
2022-07-16 18:02:19,21.0
2022-07-16 18:02:29,21.0
2022-07-16 18:02:39,21.0
2022-07-16 18:02:49,21.0
2022-07-16 18:02:59,20.5
2022-07-16 18:03:09,20.5
2022-07-16 18:03:19,21.0
2022-07-16 18:03:29,20.5
2022-07-16 18:03:39,20.5
2022-07-16 18:03:49,20.5
2022-07-16 18:03:59,20.5
2022-07-16 18:04:09,20.5
2022-07-16 18:04:19,20.5
2022-07-16 18:04:29,20.5
2022-07-16 18:04:39,20.5
2022-07-16 18:04:49,20.5
2022-07-16 18:04:59,20.5
2022-07-16 18:05:09,20.5
2022-07-16 18:05:19,20.5
2022-07-16 18:05:29,20.5
2022-07-16 18:05:39,20.5
2022-07-16 18:05:49,20.5
2022-07-16 18:05:59,20.5
2022-07-16 18:06:09,20.5
2022-07-16 18:06:19,20.5
2022-07-16 18:06:29,20.5
2022-07-16 18:06:39,20.5
2022-07-16 18:06:49,20.5
2022-07-16 18:06:59,20.0
2022-07-16 18:07:09,20.0
2022-07-16 18:07:19,20.5
2022-07-16 18:07:29,20.0
2022-07-16 18:07:39,20.5
2022-07-16 18:07:49,20.5
2022-07-16 18:07:59,20.0
2022-07-16 18:08:09,20.5
2022-07-16 18:08:19,20.0
2022-07-16 18:08:29,20.0
2022-07-16 18:08:39,20.0
2022-07-16 18:08:49,20.0
2022-07-16 18:08:59,20.0
2022-07-16 18:09:09,20.0
2022-07-16 18:09:19,20.0
2022-07-16 18:09:29,20.0
2022-07-16 18:09:39,20.0
2022-07-16 18:09:49,20.0
2022-07-16 18:09:59,20.0
2022-07-16 18:10:09,20.0
2022-07-16 18:10:19,20.0
2022-07-16 18:10:29,20.0
2022-07-16 18:10:39,20.0
2022-07-16 18:10:49,20.0
2022-07-16 18:10:59,20.0
2022-07-16 18:11:09,20.0
2022-07-16 18:11:19,20.0
2022-07-16 18:11:29,20.0
2022-07-16 18:11:39,20.0
2022-07-16 18:11:49,20.0
2022-07-16 18:11:59,20.0
2022-07-16 18:12:09,20.0
2022-07-16 18:12:19,20.0
2022-07-16 18:12:29,20.0
2022-07-16 18:12:39,20.0
2022-07-16 18:12:49,20.0
2022-07-16 18:12:59,20.0
2022-07-16 18:13:09,20.0
2022-07-16 18:13:19,20.0
2022-07-16 18:13:29,20.0
2022-07-16 18:13:39,20.0
2022-07-16 18:13:49,20.0
2022-07-16 18:13:59,20.0
2022-07-16 18:14:09,20.0
2022-07-16 18:14:19,20.0
2022-07-16 18:14:29,20.0
2022-07-16 18:14:39,20.0
2022-07-16 18:14:49,20.0
2022-07-16 18:14:59,20.0
2022-07-16 18:15:09,20.0
2022-07-16 18:15:19,20.0
2022-07-16 18:15:29,20.0
2022-07-16 18:15:39,20.0
2022-07-16 18:15:49,20.0
2022-07-16 18:15:59,20.5
2022-07-16 18:16:09,20.0
2022-07-16 18:16:19,20.0
2022-07-16 18:16:29,20.0
2022-07-16 18:16:39,20.0
2022-07-16 18:16:49,20.0
2022-07-16 18:16:59,20.0
2022-07-16 18:17:09,20.0
2022-07-16 18:17:19,20.0
2022-07-16 18:17:29,20.0
2022-07-16 18:17:39,20.0
2022-07-16 18:17:49,20.0
2022-07-16 18:17:59,20.0
2022-07-16 18:18:09,20.0
2022-07-16 18:18:19,20.0
2022-07-16 18:18:29,20.5
2022-07-16 18:18:39,20.5
2022-07-16 18:18:49,20.0
2022-07-16 18:18:59,20.0
2022-07-16 18:19:09,20.0
2022-07-16 18:19:19,20.0
2022-07-16 18:19:29,20.0
2022-07-16 18:19:39,20.5
2022-07-16 18:19:49,20.0
2022-07-16 18:19:59,20.5
2022-07-16 18:20:09,20.5
2022-07-16 18:20:19,20.0
2022-07-16 18:20:29,20.0
2022-07-16 18:20:39,20.5
2022-07-16 18:20:49,20.5
2022-07-16 18:20:59,20.0
2022-07-16 18:21:09,20.5
2022-07-16 18:21:19,20.5
2022-07-16 18:21:29,20.5
2022-07-16 18:21:39,20.5
2022-07-16 18:21:49,20.5
2022-07-16 18:21:59,20.5
2022-07-16 18:22:09,20.5
2022-07-16 18:22:19,20.5
2022-07-16 18:22:29,20.5
2022-07-16 18:22:39,20.5
2022-07-16 18:22:49,20.5
2022-07-16 18:22:59,20.5
2022-07-16 18:23:09,20.5
2022-07-16 18:23:19,20.5
2022-07-16 18:23:29,20.5
2022-07-16 18:23:39,20.5
2022-07-16 18:23:49,20.5
2022-07-16 18:23:59,21.0
2022-07-16 18:24:09,20.5
2022-07-16 18:24:19,20.5
2022-07-16 18:24:29,20.5
2022-07-16 18:24:39,20.5
2022-07-16 18:24:49,21.0
2022-07-16 18:24:59,21.0
2022-07-16 18:25:09,21.0
2022-07-16 18:25:19,20.5
2022-07-16 18:25:29,20.5
2022-07-16 18:25:39,20.5
2022-07-16 18:25:49,20.5
2022-07-16 18:25:59,21.0
2022-07-16 18:26:09,21.0
2022-07-16 18:26:19,21.0
2022-07-16 18:26:29,21.0
2022-07-16 18:26:39,21.0
2022-07-16 18:26:49,21.0
2022-07-16 18:26:59,21.0
2022-07-16 18:27:09,21.0
2022-07-16 18:27:19,21.0
2022-07-16 18:27:29,21.0
2022-07-16 18:27:39,21.0
2022-07-16 18:27:49,21.0
2022-07-16 18:27:59,21.0
2022-07-16 18:28:09,21.0
2022-07-16 18:28:19,21.0
2022-07-16 18:28:29,21.0
2022-07-16 18:28:39,21.0
2022-07-16 18:28:49,21.0
2022-07-16 18:28:59,21.0
2022-07-16 18:29:09,21.0
2022-07-16 18:29:19,21.0
2022-07-16 18:29:29,21.0
2022-07-16 18:29:39,21.0
2022-07-16 18:29:49,21.0
2022-07-16 18:29:59,21.0
2022-07-16 18:30:09,21.0
2022-07-16 18:30:19,21.0
2022-07-16 18:30:29,21.0
2022-07-16 18:30:39,21.0
2022-07-16 18:30:49,21.0
2022-07-16 18:30:59,21.0
2022-07-16 18:31:09,21.0
2022-07-16 18:31:19,21.0
2022-07-16 18:31:29,21.0
2022-07-16 18:31:39,21.0
2022-07-16 18:31:49,21.0
2022-07-16 18:31:59,21.0
2022-07-16 18:32:09,21.0
2022-07-16 18:32:19,21.0
2022-07-16 18:32:29,21.0
2022-07-16 18:32:39,21.0
2022-07-16 18:32:49,21.0
2022-07-16 18:32:59,21.0
2022-07-16 18:33:09,21.0
2022-07-16 18:33:19,21.0
2022-07-16 18:33:29,21.0
2022-07-16 18:33:39,21.0
2022-07-16 18:33:49,21.0
2022-07-16 18:33:59,21.0
2022-07-16 18:34:09,21.0
2022-07-16 18:34:19,21.0
2022-07-16 18:34:29,21.0
2022-07-16 18:34:39,21.0
2022-07-16 18:34:49,21.0
2022-07-16 18:34:59,21.0
2022-07-16 18:35:09,21.0
2022-07-16 18:35:19,21.0
2022-07-16 18:35:29,21.0
2022-07-16 18:35:39,21.0
2022-07-16 18:35:49,21.0
2022-07-16 18:35:59,21.0
2022-07-16 18:36:09,21.0
2022-07-16 18:36:19,21.0
2022-07-16 18:36:29,21.0
2022-07-16 18:36:39,21.0
2022-07-16 18:36:49,21.0
2022-07-16 18:36:59,21.0
2022-07-16 18:37:09,21.0
2022-07-16 18:37:19,21.0
2022-07-16 18:37:29,21.0
2022-07-16 18:37:39,21.0
2022-07-16 18:37:49,21.0
2022-07-16 18:37:59,21.0
2022-07-16 18:38:09,21.0
2022-07-16 18:38:19,21.0
2022-07-16 18:38:29,21.0
2022-07-16 18:38:39,21.0
2022-07-16 18:38:49,21.0
2022-07-16 18:38:59,21.5
2022-07-16 18:39:09,21.5
2022-07-16 18:39:19,21.5
2022-07-16 18:39:29,21.5
2022-07-16 18:39:39,21.5
2022-07-16 18:39:49,21.5
2022-07-16 18:39:59,21.0
2022-07-16 18:40:09,21.5
2022-07-16 18:40:19,21.5
2022-07-16 18:40:29,21.5
2022-07-16 18:40:39,21.5
2022-07-16 18:40:49,21.5
2022-07-16 18:40:59,21.5
2022-07-16 18:41:09,21.5
2022-07-16 18:41:19,21.5
2022-07-16 18:41:29,21.5
2022-07-16 18:41:39,21.5
2022-07-16 18:41:49,21.5
2022-07-16 18:41:59,21.5
2022-07-16 18:42:09,21.5
2022-07-16 18:42:19,21.5
2022-07-16 18:42:29,21.5
2022-07-16 18:42:39,21.5
2022-07-16 18:42:49,21.5
2022-07-16 18:42:59,21.5
2022-07-16 18:43:09,21.5
2022-07-16 18:43:19,21.5
2022-07-16 18:43:29,21.5
2022-07-16 18:43:39,21.5
2022-07-16 18:43:49,21.5
2022-07-16 18:43:59,21.5
2022-07-16 18:44:09,22.0
2022-07-16 18:44:19,21.5
2022-07-16 18:44:29,22.0
2022-07-16 18:44:39,22.0
2022-07-16 18:44:49,22.0
2022-07-16 18:44:59,22.0
2022-07-16 18:45:09,21.5
2022-07-16 18:45:19,22.0
2022-07-16 18:45:29,22.0
2022-07-16 18:45:39,22.0
2022-07-16 18:45:49,22.0
2022-07-16 18:45:59,22.0
2022-07-16 18:46:09,21.5
2022-07-16 18:46:19,22.0
2022-07-16 18:46:29,22.0
2022-07-16 18:46:39,22.0
2022-07-16 18:46:49,22.0
2022-07-16 18:46:59,22.0
2022-07-16 18:47:09,22.0
2022-07-16 18:47:19,22.0
2022-07-16 18:47:29,22.0
2022-07-16 18:47:39,22.5
2022-07-16 18:47:49,22.5
2022-07-16 18:47:59,22.0
2022-07-16 18:48:09,22.5
2022-07-16 18:48:19,22.5
2022-07-16 18:48:29,22.0
2022-07-16 18:48:39,22.0
2022-07-16 18:48:49,22.0
2022-07-16 18:48:59,22.5
2022-07-16 18:49:09,22.0
2022-07-16 18:49:19,22.0
2022-07-16 18:49:29,22.5
2022-07-16 18:49:39,22.0
2022-07-16 18:49:49,21.5
2022-07-16 18:49:59,21.5
2022-07-16 18:50:09,20.5
2022-07-16 18:50:19,20.0
2022-07-16 18:50:29,19.5
2022-07-16 18:50:39,19.5
2022-07-16 18:50:49,19.0
2022-07-16 18:50:59,18.5
2022-07-16 18:51:09,18.0
2022-07-16 18:51:19,18.0
2022-07-16 18:51:29,17.5
2022-07-16 18:51:39,17.5
2022-07-16 18:51:49,17.0
2022-07-16 18:51:59,17.0
2022-07-16 18:52:09,16.5
2022-07-16 18:52:19,16.5
2022-07-16 18:52:29,16.5
2022-07-16 18:52:39,16.0
2022-07-16 18:52:49,16.0
2022-07-16 18:52:59,15.5
2022-07-16 18:53:09,15.5
2022-07-16 18:53:19,15.5
2022-07-16 18:53:29,15.0
2022-07-16 18:53:39,15.0
2022-07-16 18:53:49,15.0
2022-07-16 18:53:59,15.0
2022-07-16 18:54:09,14.5
2022-07-16 18:54:19,15.0
2022-07-16 18:54:29,14.5
2022-07-16 18:54:39,14.5
2022-07-16 18:54:49,14.5
2022-07-16 18:54:59,14.5
2022-07-16 18:55:09,14.0
2022-07-16 18:55:19,14.0
2022-07-16 18:55:29,14.0
2022-07-16 18:55:39,14.0
2022-07-16 18:55:49,14.0
2022-07-16 18:55:59,14.0
2022-07-16 18:56:09,14.0
2022-07-16 18:56:19,13.5
2022-07-16 18:56:29,13.5
2022-07-16 18:56:39,13.5
2022-07-16 18:56:49,13.5
2022-07-16 18:56:59,13.5
2022-07-16 18:57:09,13.5
2022-07-16 18:57:19,13.5
2022-07-16 18:57:29,13.5
2022-07-16 18:57:39,13.5
2022-07-16 18:57:49,13.5
2022-07-16 18:57:59,13.5
2022-07-16 18:58:09,13.5
2022-07-16 18:58:19,13.5
2022-07-16 18:58:29,13.0
2022-07-16 18:58:39,13.0
2022-07-16 18:58:49,13.0
2022-07-16 18:58:59,13.0
2022-07-16 18:59:09,13.0
2022-07-16 18:59:19,13.0
2022-07-16 18:59:29,13.0
2022-07-16 18:59:39,13.0
2022-07-16 18:59:49,13.0
2022-07-16 18:59:59,13.0
2022-07-16 19:00:09,13.0
2022-07-16 19:00:19,13.0
2022-07-16 19:00:29,13.0
2022-07-16 19:00:39,13.0
2022-07-16 19:00:49,13.0
2022-07-16 19:00:59,13.0
2022-07-16 19:01:09,13.0
2022-07-16 19:01:19,13.0
2022-07-16 19:01:29,12.5
2022-07-16 19:01:39,12.5
2022-07-16 19:01:49,13.0
2022-07-16 19:01:59,13.0
2022-07-16 19:02:09,13.0
2022-07-16 19:02:19,12.5
2022-07-16 19:02:29,13.0
2022-07-16 19:02:39,12.5
2022-07-16 19:02:49,13.0
2022-07-16 19:02:59,12.5
2022-07-16 19:03:09,12.5
2022-07-16 19:03:19,12.5
2022-07-16 19:03:29,12.5
2022-07-16 19:03:39,12.5
2022-07-16 19:03:49,12.5
2022-07-16 19:03:59,12.5
2022-07-16 19:04:09,12.0
2022-07-16 19:04:19,12.5
2022-07-16 19:04:29,12.5
2022-07-16 19:04:39,12.0
2022-07-16 19:04:49,12.0
2022-07-16 19:04:59,12.0
2022-07-16 19:05:09,12.0
2022-07-16 19:05:19,12.0
2022-07-16 19:05:29,12.0
2022-07-16 19:05:39,12.0
2022-07-16 19:05:49,12.0
2022-07-16 19:05:59,12.0
2022-07-16 19:06:09,12.0
2022-07-16 19:06:19,12.0
2022-07-16 19:06:29,12.0
2022-07-16 19:06:39,12.0
2022-07-16 19:06:49,12.0
2022-07-16 19:06:59,12.0
2022-07-16 19:07:09,12.0
2022-07-16 19:07:19,12.0
2022-07-16 19:07:29,12.0
2022-07-16 19:07:39,12.0
2022-07-16 19:07:49,12.0
2022-07-16 19:07:59,12.0
2022-07-16 19:08:09,12.0
2022-07-16 19:08:19,12.0
2022-07-16 19:08:29,12.0
2022-07-16 19:08:39,12.0
2022-07-16 19:08:49,12.0
2022-07-16 19:08:59,12.0
2022-07-16 19:09:09,12.0
2022-07-16 19:09:19,12.0
2022-07-16 19:09:29,12.0
2022-07-16 19:09:39,12.0
2022-07-16 19:09:49,12.0
2022-07-16 19:09:59,12.0
2022-07-16 19:10:09,12.0
2022-07-16 19:10:19,12.0
2022-07-16 19:10:29,12.0
2022-07-16 19:10:39,12.0
2022-07-16 19:10:49,12.0
2022-07-16 19:10:59,12.0
2022-07-16 19:11:09,12.0
2022-07-16 19:11:19,11.5
2022-07-16 19:11:29,11.5
2022-07-16 19:11:39,11.5
2022-07-16 19:11:49,12.0
2022-07-16 19:11:59,11.5
2022-07-16 19:12:09,11.5
2022-07-16 19:12:19,12.0
2022-07-16 19:12:29,12.0
2022-07-16 19:12:39,11.5
2022-07-16 19:12:49,11.5
2022-07-16 19:12:59,12.0
2022-07-16 19:13:09,11.5
2022-07-16 19:13:19,12.0
2022-07-16 19:13:29,11.5
2022-07-16 19:13:39,11.5
2022-07-16 19:13:49,12.0
2022-07-16 19:13:59,11.5
2022-07-16 19:14:09,11.5
2022-07-16 19:14:19,11.5
2022-07-16 19:14:29,11.5
2022-07-16 19:14:39,11.5
2022-07-16 19:14:49,11.5
2022-07-16 19:14:59,11.5
