lat,lon
50.74597,-126.49875
50.70145,-125.83775
50.67436,-126.09788
50.6541,-126.71054
50.62002,-126.62116
50.62199,-126.70214
50.72314,-126.61762
50.68202,-126.59572
50.64939,-126.26086
50.66877,-126.18057
50.6767,-126.25472
50.74602,-126.159
50.71898,-126.17942
50.80713,-126.20127
50.82158,-126.28965
50.7702,-126.13128
50.66439,-126.90429
50.6203,-126.51521
50.65488,-126.43851
50.641,-126.43813
